Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
Coffee Club at UCLA,"The Coffee Club at UCLA is an organization founded with the intention of bringing students together through a shared love for coffee. Founded in 2024, the Coffee Club wants to provide a community for caffeine-dependent and sleep-deprived UCLA students. Events during the year include coffee tastings/samplings, personal beverage showcasing, socials in collaboration with other clubs, and much more! This club does not exclude non-coffee drinkers. All UCLA students are welcome and encouraged to attend our meetings.","Social, Recreation",[coffeeclub@g.ucla.edu](mailto:coffeeclub@g.ucla.edu),,,https://www.instagram.com/coffeeclubucla?igsh=MWQ1ZGUxMzBkMA%3D%3D,,,
Community Health Sciences Student Association (CHSSA),"The Community Health Sciences Student Association (CHSSA) is a student-run organization, whose mission is to cultivate community and connectedness among students in the Fielding School of Public Health Department of Community Health Sciences by offering events that support personal, academic, and professional growth.","Academic, Social",[chssa.uclafsph@gmail.com](mailto:chssa.uclafsph@gmail.com),,,https://www.instagram.com/chssaucla,,,
Con Brio String Orchestra,"Con Brio String Orchestra's (CBSO) mission is to create a more inclusive and accessible opportunity for non-music major students to play string orchestra repertoire at a high school level, focusing on but not limited to classical music. The organization is open to all students on campus, including undergraduate and graduate students, music majors and non-music majors. CBSO also aims to connect students to a social strings community and to give student composers an opportunity to workshop and showcase their original compositions.","Music, Social",[cbso.ucla@gmail.com](mailto:cbso.ucla@gmail.com),,,http://instagram.com/cbso.ucla,,,
Confections for a Cause,Confections for a Cause is a social baking club where students interested in baking can come together. We also harness our efforts to host fundraisers for charity. Our club is open to students of all skill levels and is flexible in terms of time commitment. Hope to see you soon!,"Social, Service - Community Involvement",[confectionsforacauseatucla@gmail.com](mailto:confectionsforacauseatucla@gmail.com),[https://linktr.ee/CFC\_UCLA](https://linktr.ee/CFC_UCLA),,https://www.instagram.com/cfc_ucla/,,,
Coptic Orthodox Christian Club,"The Coptic Church is about 2,000 years old - it is enriched with knowledge and tradition taken all the way from St. Mark, an apostle of the Lord Jesus Christ. St. Mark ended up being a martyr for our church, as so have been most of our preachers and believers, but he did spread the faith to us and we are here to learn more about it as well as spread that knowledge to all others! The purpose of our club is to reach out to all students, no matter what religion or ethnicity at UCLA. We exist so that we may provide a means by which the Orthodox community can grow spiritually. Our goal is to make sure that we all grow stronger in knowledge, faith, unity, and love. We do so by providing fun activities, spiritual meetings, prayer meetings, Bible studies, community service, etc. It is not just limited to Copts, but to everyone who is seeking God and would like to find Him; we welcome questions and curiosity! Please ask and contact us if you would like to learn more!","Religious - Christian, Social",[uclacopticclub@gmail.com](mailto:uclacopticclub@gmail.com),[https://linktr.ee/uclacopticclub](https://linktr.ee/uclacopticclub),,https://www.instagram.com/uclacopticclub/?hl=en,,,
CosLA,"The CosLA Club is a cosplay club that encourages self-expression and popularizes the art of cosplaying. Our club encourages creative design, social discussion, and artistic expression.","Arts, Social",[coslosangeles@gmail.com](mailto:coslosangeles@gmail.com),,,https://www.instagram.com/coslaatucla?igsh=NDNlNW45YmxjdHcx&utm_source=qr,,,
Cubing Club at UCLA,"Although Rubik's Cubes are often seen as difficult to solve or simply annoying, solving them can be both enjoyable and engaging. We will meet in order to teach new members how to solve cubes, improve our times, and discuss ways to raise awareness of this fun hobby. We hope that we will eventually be able to travel to, and perhaps host, cubing competitions. If you have ever had any interest in solving cubes or simply want to meet some cool people, please don't hesitate to stop by! MEETINGS FOR FALL 2024: Fridays @ 6PM: AU 2408","Social, Recreation",[CubingClubAtUCLA@gmail.com](mailto:CubingClubAtUCLA@gmail.com),,,https://instagram.com/cubing_club_ucla?igshid=NzZlODBkYWE4Ng==,,,
Delta Sigma Phi Fraternity,"For more than a century, Delta Sigma Phi has helped young men become better leaders and better citizens. Brotherhood is a lifetime commitment to living our core values: Culture, Harmony, and Friendship. Our intention is not merely to develop a strong fraternity, but in addition, to challenge our members to make a difference in their communities and their world.","Greek Life - Fraternities, Social",[ucladeltasigmaphi@gmail.com](mailto:ucladeltasigmaphi@gmail.com),[https://ucla.deltasig.org](https://ucla.deltasig.org/),https://www.facebook.com/deltasigucla,https://www.instagram.com/deltasigucla/?hl=en,,,
Dialogue Society,"Guided by the belief that there is always a better version of oneself, Dialogue Society aims to enrich the lives of communities. Our purpose is to educate ourselves and the community through meaningful dialogues on healthy, purposeful and mindful living—free from promoting political affiliations or religious beliefs—to discover what inspires us towards personal development. We move forward by the motto of “Dialogue. Discover. Develop.”","Social, Community Service",[ucla@dialoguesociety.us](mailto:ucla@dialoguesociety.us),[https://dialoguesociety.us/](https://dialoguesociety.us/),,https://www.instagram.com/dialogue_soc/?hl=en,,,
Disney Club at UCLA,"The Disney Club at UCLA is a student-run organization created to celebrate the cultural and creative impact of the Walt Disney Company through its media and merchandise offerings and theme park experiences. Through educational entertainment, including bi-weekly open discussions and monthly special events, as well as community service outreach, the Disney Club strives to create a community in which students and faculty can be elevated through the magic of Disney. The purpose of Disney Club at UCLA is to bring Disney Magic to our Bruin peers through educational meetings and special events in order to support charity organizations and foster a sense of fun and community on campus.","Social, Media",[thedisneyclubatucla@gmail.com](mailto:thedisneyclubatucla@gmail.com),[http://disneyclubucla.wixsite.com/newdisneyclub](http://disneyclubucla.wixsite.com/newdisneyclub),https://www.facebook.com/thedisneyclubucla/?view_public_for=113532436716381,https://www.instagram.com/thedisneyclubucla/,https://twitter.com/DisneyClub_UCLA,,
ECEGAPS at UCLA,"Electrical and Computer Engineering Graduate and PostDoc Society (ECEGAPS) at UCLA is an organization for MS, PhD students and PostDocs at the ECE Department at UCLA. We organize a variety of professional and social events.","Engineering, Social",[ecegaps@g.ucla.edu](mailto:ecegaps@g.ucla.edu),,,,,,
Egyptian Student Association,"Our goal is to promote the Egyptian culture, to help Egyptian students integrate better into the diverse UCLA community by creating an atmosphere of friendship and support in a non-political/non-religious setting, thereby forming a closely knit Egyptian community on campus.","Cultural, Social",[uclaegyptianstudents@gmail.com](mailto:uclaegyptianstudents@gmail.com),,,https://www.instagram.com/egyptucla/?hl=en,,,
Enigma West Marches,"Enigma West Marches is a club dedicated to role-playing games, or RPGs. We regularly host one-shot sessions to try out different TTRPG systems, and occasionally play LARPs. In addition, we are focused on a yearlong, collaborative, club-wide campaign, set in the classic TTRPG system Dungeons and Dragons. Each year, we explore a new world through campaigns that are open to as many DMs and players as are interested. We also provide opportunities for DMs and players to find each other to start up their own campaigns. Overall, we are committed to exploring the storytelling, drama, and sheer fun of RPGs in any form that interests you! We're open to all community members, and everything is public and free of charge!","Social, Media",[enigma.uclaofficers@gmail.com](mailto:enigma.uclaofficers@gmail.com),[http://www.enigmaatucla.com/](http://www.enigmaatucla.com/),,https://www.instagram.com/ucla_enigma/?hl=en,,,
"Enigma: The Science Fiction, Fantasy, and Gaming Club at UCLA","The folks in Enigma run the gamut from undergrads to graduate students and alumni, from South Campus to North Campus. If you're interested in Science Fiction, Fantasy, (through books, art, or film) or if you're interested in Gaming (video games, card games, board games) - even just a tad, you'll find a home with us. Come join us and hang out, and see one of the best kept secrets on campus in action! All Enigma meetings are open to the public and are free of charge. Students, staff, faculty, and local community members are welcome. Our general meetings consist of announcements that cover general news of interest and the night's official activity that we advertise on our Instagram and Discord server. ADDITIONAL ACTIVITIES Our members run events off campus such as movie screenings, field trips, live action RPGs, tabletop RPGs, and parties with plenty of great conversation and gaming! Also check out our website! http://www.enigmaatucla.com our Instagram: https://www.instagram.com/ucla\_enigma and our Discord server: https://discord.gg/znSnY93M23","Social, Media",[enigma.uclaofficers@gmail.com](mailto:enigma.uclaofficers@gmail.com),[http://www.enigmaatucla.com/](http://www.enigmaatucla.com/),,https://www.instagram.com/ucla_enigma/?hl=en,,,
Environmental Health Sciences Student Association,"The Environmental Health Sciences Student Association (EHSSA) is a student group that serves incoming and returning MPH, MS, and PhD students in the Environmental Health Sciences Department at UCLA FSPH. We facilitate social, academic, and career oriented events and communication between students, faculty, and the greater FSPH and UCLA community.","Academic, Social",[ehsstudents@gmail.com](mailto:ehsstudents@gmail.com),[https://ph.ucla.edu/departments/environmental-health-sciences](https://ph.ucla.edu/departments/environmental-health-sciences),https://www.facebook.com/groups/578935529104481,https://www.instagram.com/EHSSA_at_UCLA/,,,
Environmental Student Network,"Established in 2010, ESN is dedicated to providing networking opportunities for environmental majors and anyone who wants to be involved in the environmental field. We hold volunteer events, socials, and hikes in an effort to provide students opportunities to become further involved. All majors are welcome; all that's necessary is a passion for the environment and a desire to help!","Environmental, Social",[uclaesn@gmail.com](mailto:uclaesn@gmail.com),,,,,,
Epidemiology Student Association,"The Epidemiology Student Association is a student group aimed at connecting new and current students in the Department of Epidemiology MPH, MS, and PhD programs at UCLA. We are a resource for social and academic support, and work to fulfill public health students' professional and career development needs through mentorship and networking.","Academic, Social",[uclaesa@gmail.com](mailto:uclaesa@gmail.com),,https://www.facebook.com/groups/UCLAepidemiology,https://www.instagram.com/uclaesa,,,
EPSS Family Mentorship Program (E.F.M.P),"The idea behind the EPSS Family Mentorship Program (EFMP) is to build a platform where students, from various stages of their undergraduate and graduate studies, can connect, share, and learn from each other on aspects such as, but not limited to, personal well-being, academic success, and professional development to work towards a socially cohesive and inclusive department. To make this possible, EFMP will work with (and complement) other student organizations such as EPSSSO, GeoLatinas, SGE, and SGEG.","Social, Academic",[efmp@g.ucla.edu](mailto:efmp@g.ucla.edu),,,https://www.instagram.com/efmp_ucla/,,,
Fighting Game Community at UCLA,"A community dedicated to sharing and cultivating interest in the video game genre of fighting games. Meetups, tournaments, and socials are held every week. We play a vast variety of fighting games, ranging from Street Fighter, Guilty Gear, Tekken, Mortal Kombat, and more!","Social, Technology",[fgcatucla@gmail.com](mailto:fgcatucla@gmail.com),,https://www.facebook.com/FGCatUCLA/,,https://twitter.com/fgcucla,,
Fresh Productions Art at UCLA,"Fresh Productions Art (""Fresh Produce"") is an official UCLA student group that promotes animation-focused art as well as traditional and digital illustration. We “freshly produce” art every meeting through weekly challenges and on-the-spot drawings. Its purpose is to encourage artists of all levels and offer instruction in various mediums, introducing them to the professional capacities of commercial art. Fresh Produce provides a supportive environment that allows artists to thrive and connect with people of similar interests.","Arts, Social",[freshproduceUCLA@gmail.com](mailto:freshproduceUCLA@gmail.com),[http://freshproductions.art/index.html](http://freshproductions.art/index.html),,https://www.instagram.com/freshproductionsucla/,,,
Friendship Circle at UCLA,"At the heart of all of the Friendship Circle’s programming is the belief that each and every individual can be a productive member of the community and benefit from the social support offered by one’s peers. Friendship, acceptance and a chance to participate in socially accepted bonding opportunities are critical to achieving this type of inclusive society. The Friendship Circle aims to provide children and teenagers with of all abilities and their families with many of the social and recreational opportunities that are currently available to the general community. These experiences are essential building blocks for an individual to acquire confidence and self-esteem and to ultimately lead a productive adult life. We envision a world in which people with of all abilities and their families experience acceptance, inclusion and friendship as contributing members of society","Service - Outreach, Social",[Friendshipcircleucla@gmail.com](mailto:Friendshipcircleucla@gmail.com),,https://m.facebook.com/FriendshipCircleOfLosAngeles,https://instagram.com/friendshipcircle_at_ucla?igshid=NzZlODBkYWE4Ng%3D%3D&utm_source=qr,,,
Gamers without Labels @ UCLA,Gamers without Labels at UCLA is a student-run organization focused on fostering and focusing on a safe space for students who are passionate about gaming and identify as a marginalized gender. This club recognizes the need for an inclusive environment that highlights and amplifies the voices of these students. This club provides opportunities for professional development and social bonding events to appeal to both the casual and competitive gamers.,"Social, LGBTQI",[gamerswithoutlabelsclub@gmail.com](mailto:gamerswithoutlabelsclub@gmail.com),,,https://www.instagram.com/gamerswolabels/,https://www.twitter.com/GamersWOLabels,,
Gamma Phi Beta Sorority,"Our Mission: Women! To foster a nurturing environment that provides women the opportunity to achieve their potential through life-long commitment to intellectual growth, individual worth and service to humanity.","Greek Life - Sororities, Social",[gpb.president.ucla@gmail.com](mailto:gpb.president.ucla@gmail.com),[http://www.studentgroups.ucla.edu/gammaphibeta](http://www.studentgroups.ucla.edu/gammaphibeta),,,,,
Genshin Impact at UCLA,"Genshin Impact is an ARPG with a gacha system. The club here at UCLA is a sub-group of BruinGG. We have some social events as well as some events on the hill, but our main method of communication is through Discord. We discuss topics not only limited to the game but expands upon other games and other academic and non-academic activities.","Social, Technology",[uclagenshinimpact@gmail.com](mailto:uclagenshinimpact@gmail.com),[https://discord.gg/TTUXnMaFSr](https://discord.gg/TTUXnMaFSr),,,,,
Global Student Network,GSN aims to connect international and multicultural students in order to promote success and increase their levels of comfort in a new society. We will work to bridge the gap between the U.S. system and the international system. We will promote the exchange and encouragement of cultural and intellectual diversity. We will motivate and equip members with the necessary skills to become effective and productive citizens of an increasingly diverse and globalized society.,"International Students, Social",[gsn.ucla@gmail.com](mailto:gsn.ucla@gmail.com),,,https://www.instagram.com/gsn.ucla?igsh=NTc4MTIwNjQ2YQ%3D%3D&utm_source=qr,,,
Graduate Biochemistry Student Association (gBSA),"A graduate organization focused on fostering a supportive community within the Chemistry and Biochemistry Department through social events, volunteering, and career development.","Social, Service - Outreach",[gbsa.ucla@gmail.com](mailto:gbsa.ucla@gmail.com),,,,,,
Hill Cats at UCLA,"We are a group of students that look after and feed the cats that live on the Hill - Tux, Callie, & Pumpkin.","Community Service, Social",[hillcatsatucla@gmail.com](mailto:hillcatsatucla@gmail.com),,,https://www.instagram.com/hillcatsatucla/,,,
Himalayan Student Association @ UCLA,"The purpose of “Himalayan Student Association @ UCLA” is To: - Explore, preserve, and celebrate Himalayan culture through discussions, language exchange, field trips, cooking, and more. - Build community among Nepali, Tibetan, Bhutanese, Indian, Pakistani, and any UCLA students earnest in exploring Himalayan culture. - Create leadership opportunities for members through event planning and outreach. - Spread information of Himalayan diversity and social issues such as Tibetan autonomy. - Connect members to resources and opportunities to promote their academic and social well being.","Ethnic, Social",[namasteucla@gmail.com](mailto:namasteucla@gmail.com),,,https://www.instagram.com/hsa.ucla/,,,
Hui O 'Imiloa (Hawaii Club at UCLA),"Hui O 'Imiloa seeks to share the ""local experience"" with the greater UCLA community. From hula and Hawaiian language, to lei making, Hui O 'Imiloa holds various cultural workshops throughout the year and continues to celebrate the spirit of the islands, creating an unforgettable experience for students to gain knowledge and explore the many beautiful qualities of Hawai'i and its culture. A ""home away from home"" for many UCLA Hawai'i students, Hui O 'Imiloa serves as a family for all and a bridge to our diverse cultural roots. Whether you are an incoming Bruin, a continuing student, or simply someone who is interested in learning more about the Hawaiian and local culture, Hui O 'Imiloa welcomes you to join the 'ohana!","Cultural/Ethnic, Social",[hawaii.ucla@gmail.com](mailto:hawaii.ucla@gmail.com),[https://www.hawaiiucla.com](https://www.hawaiiucla.com/),https://www.facebook.com/HawaiiClubAtUcla,https://www.instagram.com/hawaiiclub_ucla/?hl=en,,,
iKNITiative,"The iKNITiative is a knitting club on campus that is dedicated to creating a welcoming environment for crafting and donating knitted goods to the community. The goal of the club is to spread the love of knitting to our peers while also spreading awareness of the needs of those at hospitals, homeless shelters, and those of refugees. The club is also proud to host a calming, stress-relieving, mindful and social atmosphere through needlecraft! No prior needlecraft experience is necessary and any form of needlecraft (or even sewing/embroidery) is allowed and encouraged. We also provide materials (e.g. yarn and needles/hooks) if needed, and we're always here to help! We are passionate about giving back through needlecraft!","Arts, Social",[theiknitiative@gmail.com](mailto:theiknitiative@gmail.com),[http://facebook.com/theiknitiative/](http://facebook.com/theiknitiative/),,https://www.instagram.com/theiknitiative/?hl=en,,,
Indian Student Union at UCLA,The Indian Student Union at UCLA is a non-profit organization that seeks to create awareness of South Asian cultures. ISU promotes cultural education and unity through active involvement in and organization of social and community events.,"Cultural/Ethnic, Social",[isu.ucla@gmail.com](mailto:isu.ucla@gmail.com),,https://www.facebook.com/UCLAisu,https://www.instagram.com/isu_ucla/,,,
Interfaith Friends,"Interfaith Friends is a space for graduate students to form meaningful connections across spiritual and religious traditions. Faith and practice are important elements for the lived identities of many people. Therefore, we strive to listen purposefully and recognize each other as whole and complex human beings. We regularly gather to eat, talk, and be together.","Religious, Social",[interfaithfriendsucla@gmail.com](mailto:interfaithfriendsucla@gmail.com),,,,,,
Iraqi Student Organization,"The Iraqi Student Organization at UCLA promotes cultural exchange and community among students of Iraqi descent and those interested in Iraqi culture. Through events, activities, and support, it celebrates Iraqi heritage and provides resources for students to connect, learn, and grow together on campus.","Cultural, Social",[gosunsetlimo@gmail.com](mailto:gosunsetlimo@gmail.com),,,,,,
Japanese Animation Club at UCLA,"Our purpose is to foster greater understanding and appreciation of Japanese Animation and culture. It is intended to create a forum for the presentation, discussion and promotion of anime.  The Japanese Animation Club builds a community where members can network and socialize with other students who share similar interests by providing valuable programming, activities, and networking opportunities, as well as a space for the enjoyment of Japanese media.","Cultural, Social",[jacatucla@gmail.com](mailto:jacatucla@gmail.com),[https://jac.moe/](https://jac.moe/),https://www.facebook.com/groups/jacatucla,https://www.instagram.com/jacatucla/?hl=en,,,
Jordanian American Association at UCLA,"The Jordanian American Association at UCLA offers a space to represent Jordanians on campus, fostering a sense of pride and cultural connection. It serves as a community where members can meet, socialize, and build relationships with others who share similar backgrounds and interests.","Cultural, Social",[jaaucla@gmail.com](mailto:jaaucla@gmail.com),,,,,,
Kappa Alpha Theta Sorority,"Our purpose is to support members to learn, grow, and excel, and our core values are personal excellence, friendship/ sisterhood, scholarship, service, and leadership.","Greek Life - Sororities, Social",[uclatheta.president@gmail.com](mailto:uclatheta.president@gmail.com),,,,,,
Kappa Delta Sorority,"Kappa Delta Sorority is comprised of 168 active collegiate chapters and 504 alumnae chapters nationwide with over 274,000 initiated members. Our membership is structured around five key areas: quality recruitment, leadership development, social success, academic success and philanthropy. The women of KD live by the motto: ""Let us strive for that which is honorable, beautiful, and highest.""","Greek Life - Sororities, Social",[kd.president.ucla@gmail.com](mailto:kd.president.ucla@gmail.com),[https://ucla.kappadelta.org](https://ucla.kappadelta.org/),,https://www.instagram.com/uclakappadelta,,,
Klesis Christian Fellowship,"Klesis is a UCLA campus ministry that meets weekly to study the Bible and build lasting friendships. College is the perfect time to explore the big questions like, “Does God exist?” and “What am I here for?” At Klesis, you’ll find a safe space to ask these questions and seek answers alongside other students. Throughout the week we hang out, eat lots of good food, study together, go on fun trips, and just “do life” together. Klesis is Greek for divine calling or invitation. It’s God’s invitation to a relationship with Him. College is full of invitations, but this is a special one. So whether you are a Christian who wants to grow in your faith, or just curious about what Christianity is all about, we invite you to join us!","Religious - Christian, Social",[jijeonghyun@g.ucla.edu](mailto:jijeonghyun@g.ucla.edu),[https://www.ucla.klesis.org/](https://www.ucla.klesis.org/),https://www.facebook.com/klesisla,https://www.instagram.com/klesis_ucla/,,,
Korean Job Search,"Our organization is dedicated to supporting Korean students at UCLA in their job search and hosting career-related events to assist them in achieving their employment goals. Furthermore, we strive to strengthen connections among Korean students.","Career Planning, Social",[kojobsclubs@gmail.com](mailto:kojobsclubs@gmail.com),,,https://www.instagram.com/kojobs_ucla/,,,
Koreos,"Beginning production in December 2014, Koreos is a UCLA-based K-Pop dance cover team made up of members who each bring their own diverse and unique flavors. Koreos values teamwork, growth, and professionalism to create dance covers, participate in competitions, and connect with the broader K-Pop community.","Dance, Social",[koreosucla@gmail.com](mailto:koreosucla@gmail.com),,https://www.facebook.com/KoreosUCLA/,https://www.instagram.com/koreosucla/?hl=en,,,
LA Girl Gains,The purpose of this organization is to promote female weight lifting while empowering women to feel strong and beautiful in a judgment free community.,"Health and Wellness, Social",[lagirlgains@gmail.com](mailto:lagirlgains@gmail.com),,,https://instagram.com/lagirlgains?igshid=OGQ5ZDc2ODk2ZA==,,,
Latin American Student Organization (LASO),"LASO is an organization that seeks to generate a space for Latin American students to feel welcome at UCLA through social and cultural interaction. LASO, as the Spanish word suggests, is a bond that we hope is established among our members despite physical and cultural boundaries between our home countries.","Social, Latino/Latina",[lasoatucla@gmail.com](mailto:lasoatucla@gmail.com),[https://uclalaso.wixsite.com/laso](https://uclalaso.wixsite.com/laso),,https://www.instagram.com/lasoxucla/,,,
Le Cercle Francophone,"In Le Cercle Francophone we provide a space for French-speaking students and/or students interested in the francophone world to create a sense of community on campus. We go to local French events in the area, teach students about French culture/current events, host food-making events, and more! The club is run with the help of members from the ELTS French department- Laurence Denié-Higney and Elsa Duval. We are here to create a personal relationship between the students and the faculty to make the big UCLA campus feel a little bit smaller!","Cultural, Social",[uclacerclefrancophone@gmail.com](mailto:uclacerclefrancophone@gmail.com),,https://www.facebook.com/groups/2200591733,https://www.instagram.com/uclafrench/?hl=en,,,
Lebanese Student Association at UCLA,"The Lebanese Student Association is an inclusive space for students to celebrate Lebanese culture, meet Bruins from the Middle East, and engage in insightful conversations, professional development opportunities, and fun socials. We also conduct community service initiatives and fundraising efforts to support the Lebanese community in Lebanon and around the world.","Cultural, Social",[lebanesebruins@gmail.com](mailto:lebanesebruins@gmail.com),,,https://www.instagram.com/lsaatucla?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,,
Legal Underground,"Legal Underground (LU) was established in the Fall of 2021 to engage UCLA pre-law students in an inclusive social environment. LU is the first pre-law social club with no application fees or recruitment process to join, giving all UCLA students accessibility to free LSAT tutoring sessions, professional development, mentoring, guest speakers, workshops, and much more! Members can access resources and connect through GroupMe, Instagram, In-person, and virtual events.","Law, Social",[legalu@ucla.edu](mailto:legalu@ucla.edu),[https://sites.google.com/view/legal-underground-ucla/home](https://sites.google.com/view/legal-underground-ucla/home),,https://www.instagram.com/invites/contact/?i=1scaa0uksgy8r&utm_content=qya7yde,,,
Life Sciences Student Association,"The Life Sciences Student Association aims to serve Life Science students with their academic and social needs, by cross-campus collaboration, programming, and other community-building activities.","Academic, Social",[lssa.ucla@gmail.com](mailto:lssa.ucla@gmail.com),[https://uclalssa.wixsite.com/lssa](https://uclalssa.wixsite.com/lssa),,https://www.instagram.com/lssaatucla/,,,
Luskin Undergraduate Student Association,"The Luskin Undergraduate Student Association (LUSA) is an organization for all Public Affair majors and minors that offers an intersectional space for discussion, mentorship, opportunities, and resources.","Academic, Social",[Ucla.lusa.org@gmail.com](mailto:Ucla.lusa.org@gmail.com),[http://luskin-undergraduate-student-association.webnode.page/](http://luskin-undergraduate-student-association.webnode.page/),,https://www.instagram.com/lusaucla/,,,
Mac Daddies,We are Mac Daddies. Mac and cheese devotees - achieving divine delight in every savory (bite). We meet bi-weekly at various locations around Westwood to eat or make mac and cheese.,"Social, Cultural",[macdaddiesatucla@gmail.com](mailto:macdaddiesatucla@gmail.com),,,https://www.instagram.com/macdaddiesucla?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,,
Maman Nonprofit at UCLA,"Maman is a nonprofit organization dedicated to serving communities by providing emotional support, essential resources, and leadership opportunities to those in need. This year, we are excited to bring a chapter of Maman to UCLA, our mission focuses on addressing the challenges many face in our LA community, offering assistance in areas such as volunteer support, mental well-being, and social support. At UCLA, our new chapter will engage students in meaningful volunteer outreach initiatives, service projects, and donation drives, all while fostering personal growth and leadership development. Through collaboration, we aim to create a strong, supportive network that empowers individuals, encourages active community involvement, and strengthens bonds within the LA area.","Service - Community Involvement, Social",[mamannonprofitucla@gmail.com](mailto:mamannonprofitucla@gmail.com),[https://www.mamannonprofit.com/](https://www.mamannonprofit.com/),,https://www.instagram.com/mamannonprofit_ucla/,,,
Mario Kart @ UCLA,"Students will have the chance to play ""Mario Kart,"" the classic Nintendo game series, with other students in a fun, casual environment. The purpose of ""Mario Kart @ UCLA"" is: 1. To build and foster the community of Mario Kart fans of any skill level, at UCLA. 2. To provide casual fans of Mario Kart a place to play amongst other such fans. 3. To provide competitive players a place to practice and improve their skills in order to compete in events both inside and outside the club.","Social, Recreation",[christineabella@ucla.edu](mailto:christineabella@ucla.edu),,,,,,
MEMO at UCLA,"M.E.M.O provides medical and educational services locally in Los Angeles, Orange County, and San Diego, as well as abroad in Vietnam. We send volunteers annually to Vietnam to provide scholarships and school supplies to students in rural communities, set up free health clinics, donate monetary aid and supplies to orphanages, and sponsor heart surgeries for children with congenital heart disease. Locally in Los Angeles, Orange County, and San Diego we send volunteers to help other local non-profit organizations, set up community health fairs, educate at outreach events, and organize an annual gala.","Service, Social",[help@aboutmemo.org](mailto:help@aboutmemo.org),[https://www.aboutmemo.org/](https://www.aboutmemo.org/),,https://www.instagram.com/ucla_memo/,,,
Middle Eastern Student Association @ UCLA,"The Middle Eastern Student Association (MESA) at UCLA is an organization open to all Bruins who identify as Southwest Asian and North African, are of SWANA descent, or wish to learn more about the diverse cultures of the region! MESA hopes to bridge sociocultural gaps on campus and connect Middle Eastern Bruins together. We work to provide an inclusive and uplifting space to learn from and bond over the experiences of each other. Through social events, workshops, and activities, MESA encourages the development of longlasting friendships and networks at UCLA and beyond.","Cultural/Ethnic, Social",[uclamesa@gmail.com](mailto:uclamesa@gmail.com),,https://www.facebook.com/uclamesa/,https://www.instagram.com/uclamesa/?hl=en,,,
Minorities and Philosophy at UCLA,"Minorities and Philosophy at UCLA’s purpose is to examine and address academic barriers faced by minority students in philosophy and to promote community by providing a space to educate members on relevant issues and for members to discuss their experiences. We host weekly discussions, game nights and speaker events twice a year.","Educational, Social",[maphilosophy@g.ucla.edu](mailto:maphilosophy@g.ucla.edu),,,,,,
Mixed Berries,"The “Mixed Berries” is a casual social club, committed to making an inclusive space for students of mixed race(s) to bond with other students in a comfortable, welcoming way that strays away from a traditional, formal format. Rather than emphasize the differences that we may share, our aim is to bond over our diverse racial and ethnic backgrounds in a casual setting and to connect students with a strong social backing. From sport sampling to local outings, we aim to foster a community of social inclusion and identity bonding.","Cultural, Social",[mixedberriesucla@gmail.com](mailto:mixedberriesucla@gmail.com),[http://forms.gle/XXHJkHPacmdMmctu8](http://forms.gle/XXHJkHPacmdMmctu8),,https://instagram.com/mixedberriesucla,,,
Multi-Interest Greek Council (MIGC),"In order to seek a cooperative existence between culture-based and special-interest founded fraternities and sororities, we do hereby establish this organization. We intend to serve the needs of our organizations, while upholding high standards of conduct, scholarship, and service. We shall serve as a liaison between our member organizations, the Greek community, the University, and the Westwood community to maintain good faith and respect.","Greek Life - Co-Ed, Social",[migcucla@gmail.com](mailto:migcucla@gmail.com),,,,,,
Music Club,"We meet to play music, jam, form bands, and perform. Any instrument and skill level are welcome. Musical styles include (but are not limited to) rock, pop, jazz, blues, folk, ethnic, alternative, classical, electronica.","Music, Social",[musicclubucla@gmail.com](mailto:musicclubucla@gmail.com),[https://musicclubatucla.wixsite.com/musicclubatucla](https://musicclubatucla.wixsite.com/musicclubatucla),,https://www.instagram.com/musicclubucla/,,,
Muslim Student Association @ UCLA,"The purpose of the MSA is to provide Islamic, Academic, and Social resources and services to the Muslim students of UCLA, and to serve the greater UCLA community at large.","Religious, Social",[msa.ucla@gmail.com](mailto:msa.ucla@gmail.com),[https://msaucla.com/](https://msaucla.com/),,https://www.instagram.com/msa_ucla/,,,
Nerdfighters @ UCLA,"We are a small social club that focuses on fandom-related topics and coming together to discuss our interests. We do weekly activities relating to fandom trivia, board games, and more nerdy interests!","Social, Media",[nerdfighters.at.ucla@gmail.com](mailto:nerdfighters.at.ucla@gmail.com),,,,,,
Nikkei Student Union (NSU),The mission of the UCLA Nikkei Student Union is to organize social and community service activities as well as to promote Japanese American cultural and political awareness amongst the student body.,"Cultural/Ethnic, Social",[uclansupresident@gmail.com](mailto:uclansupresident@gmail.com),[https://www.uclansu.com](https://www.uclansu.com/),https://www.facebook.com/uclanikkei,https://www.instagram.com/ucla_nsu,,,
Non-Traditional Student Network,"The Network is a support system for students returning to higher education after pursuing other life goals. We function as a facilitator of resources and provide advocacy, community, and support for non-traditional students. The primary mission of The Network is to be a social and institutional support net for the diverse and growing demographic of non-traditional students who, although large in number, are often overlooked in a system geared toward tradition.","Transfer Students, Social",[ntsnucla@gmail.com](mailto:ntsnucla@gmail.com),,,https://www.instagram.com/ucla_ntsn/,,,
