Name,Full Description,Category,Email,Website,Facebook,Instagram,Twitter,YouTube,LinkedIn
Artreach at UCLA,"Artreach at UCLA provides marginalized and disadvantaged communities outlets for art appreciation and creation. Our club strives to use the power of art to inspire, unite, and mentally relieve underserved groups such as children with chronic illnesses, veterans, and at-risk youth. By volunteering as mentors, UCLA students can engage with the arts and a diverse range of communities within the LA county area. Together, Artreach members prepare and direct workshops that create a supportive environment in which participants can explore their creativity, learn various mediums of art, and arrive at greater understandings of themselves and society. Any artists, art enthusiasts, or students interested in this type of outreach are welcome to facilitate lessons or apply to be a class instructor. Program mediums may include—but are not limited to— drawing, painting, photography, sculpting, collaging, music, dance, creative writing, or poetry. We do not require any experience but only a positive attitude!","Community Service, Arts",[artreachatucla@gmail.com](mailto:artreachatucla@gmail.com),[https://artreachatucla.wixsite.com/website](https://artreachatucla.wixsite.com/website),https://www.facebook.com/artreachatucla/,https://www.instagram.com/artreachatucla,,,
Awaken A Cappella,"In 1992, Awaken was established as UCLA's first a cappella group and Southern California's oldest co-ed collegiate a cappella group. Former members include nine-time Grammy-nominated singer-songwriter Sara Bareilles, Hamilton star Joanna Jones, actress Nicolette Robinson who recently became the lead of the Broadway musical Waitress, and members of the award-winning group ARORA. Awaken performs at both on-campus and off-campus events such as UCLA Spring Sing, UCLA Dance Marathon, AIDS Walk Los Angeles, The West Coast A Cappella Showcase, The International Championship of Collegiate A Cappella, and other festivals and competitions around the West Coast.","Music, Arts",[uclawaken@gmail.com](mailto:uclawaken@gmail.com),[https://uclawaken.com/](https://uclawaken.com/),https://www.facebook.com/awakenacappella,https://www.instagram.com/awakenacappella/,,,
Ballroom Dance Club and International Folk Dance Club at UCLA,"Established 1996/95, BDCIFDC hosts large-scale swing and salsa parties, featuring professional bands and numerous student dance/music performing groups to celebrate many countries and cultures. Members and guests learn a variety of social ballroom dance styles (swing, salsa, tango, waltz, cha cha cha, foxtrot, etc.), cultural dance styles (American, Greek, Armenian, Middle Eastern, Latin, Asian, and more), and vintage ballroom dance styles via weekly dance lessons. We foster a social dance community among students, alumni, faculty, and staff through affordable dance instruction and unique cultural celebrations.","Arts, Dance",[freymann2025@lawnet.ucla.edu](mailto:freymann2025@lawnet.ucla.edu),,https://www.facebook.com/groups/2253784511,https://www.instagram.com/bdcifdc/?igsh=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,,,
Bold Beauty at UCLA,Bold Beauty at UCLA aims to create social change by utilizing art at the intersection of beauty and disability.,"Social Activism, Arts",[boldbeautyatucla@gmail.com](mailto:boldbeautyatucla@gmail.com),,,,,,
Bruin Chamber Musicians,"A space for students looking to meet like-minded individuals and form classical chamber music groups—piano trio, piano quartet, string quartet etc... all instruments and skill-levels are welcome! We aim to make small ensemble playing and performance more accessible to non-music majors and casual musicians at UCLA.","Arts, Music",[bruinchambermusicians@gmail.com](mailto:bruinchambermusicians@gmail.com),[https://discord.gg/j2B97qbVKm](https://discord.gg/j2B97qbVKm),https://www.facebook.com/Bruin-Chamber-Musicians-101351398919489/,https://www.instagram.com/bruinchambermusicians/,,,
Bruin Film Society,"Bruin Film Society is UCLA's sole resident undergraduate organization dedicated to screening and showcasing quality cinema from all genres and decades. The organization seeks to promote film cultural awareness, diversity within the medium, and to foster a community that appreciates film both as entertainment and as art. Events include free advance screenings of Oscar contenders, Q&As with talent, and red-carpet opportunities.","Film, Arts",[bruinfilms@ucla.edu](mailto:bruinfilms@ucla.edu),[https://linktr.ee/bruinfilmsociety](https://linktr.ee/bruinfilmsociety),https://www.facebook.com/BruinFilmSociety,https://www.instagram.com/bruinfilmsociety/?hl=en,https://twitter.com/bruinfilms,,
Bruin Origami For All (BOFA),"Bruin Origami For All is a club that desires to promote and spread the art of origami. Our goal is to teach people how to fold both individual origamis and collective group origamis, to spread the love of origami to the UCLA campus and beyond, and to bring joy to people through origami by partnering with organizations in our local community.","Arts, Service - Community Involvement",[bofa.ucla@gmail.com](mailto:bofa.ucla@gmail.com),[http://bruinorigami.com/](http://bruinorigami.com/),https://www.facebook.com/bruinorigami/,https://www.instagram.com/bruinorigami/,,,
Bruin Visual Arts Club,"The Bruin Visual Arts Club is the largest student organization for artists of all skill levels at UCLA. We aim to provide resources for artists in the form of accessible supplies, educational workshops, and community service opportunities. We are creating a community for students with an interest in the visual arts by hosting activities that work with a variety of mediums, which includes traditional forms such as painting and pencil to other forms such as digitally-produced art and photography.","Arts, Social",[bruinvac@gmail.com](mailto:bruinvac@gmail.com),,https://www.facebook.com/groups/315037792301285/,https://www.instagram.com/bruin_visual_arts_club/?hl=en,,,
Cadenza A Cappella,"Cadenza is a student-run, female and non-binary identifying a cappella group at UCLA, dedicated to fostering a close-knit community of genuine music lovers. Founded in 2008, we are committed to delivering captivating performances across the UCLA campus and the greater Los Angeles area. Our mission is to create an inclusive and passionate environment where members can express themselves creatively through a diverse repertoire, ranging from Pop and R&B to country, musical theater, and classical music. Although we are a non-competitive group, we emphasize the importance of commitment, collaboration, and growth, offering numerous opportunities for members to develop their musical and arranging skills while also building lasting friendships.","Music, Arts",[Cadenza@g.ucla.edu](mailto:Cadenza@g.ucla.edu),[https://uclacadenza.weebly.com/about.html](https://uclacadenza.weebly.com/about.html),,https://www.instagram.com/cadenzaacappella/,,,
Ceramics Club,"The mission of the Ceramics Club at UCLA is to provide an inclusive and accessible platform for individuals of all skill levels to connect, collaborate, and explore the art of ceramics. We seek to inspire artistic expression, personal growth, and community building through the shared experience of working with clay.","Arts, Health and Wellness",[ceramicsclubucla@gmail.com](mailto:ceramicsclubucla@gmail.com),,,https://www.instagram.com/ceramicsclubucla/,,,
CFAN Chinese Theater Group,"CFAN Chinese Theatre Group is an officially registered student organization of UCLA. We aim to represent ourselves as a highly professional student theater group, with a focus on giving a new cultural or non-cultural perspective on a classic work. We aspire to express ourselves through theater and contribute to the diversity of UCLA's performing arts community. By continually producing high-quality plays every quarter, we have accrued recognition as a renowned Chinese theater group in LA, and consistently attract a large number of participants in each of our projects. CFAN has so far produced 25 major productions, and 6 complementary productions cooperating with the Chinese Student and Scholar Association since its foundation in Feb 2012 and has received not only extensive support from a total of over 4000 audiences but also opportunities to perform on stages in other UC campuses such as UCI. Our purpose is to encourage more international students to get involved in campus lives and promote the cultural communication between Americans and Chinese as well as foster great friendships among students and scholars from all cultural backgrounds. We endeavor to inspire international students to develop their own aesthetic and opinion about the art of theater and provide an influential platform to make their voices heard.","Theater, Arts",[cfanucla2012@gmail.com](mailto:cfanucla2012@gmail.com),,,https://www.instagram.com/cfanucla?igsh=MzRlODBiNWFlZA==,,,
Cicadas Chinese Calligraphy Club at UCLA,"The Cicadas Chinese language conveys beautiful meanings, cultures, and people. Drawn on paper and embodied with ink, Chinese calligraphy becomes a vessel to demonstrate new nuances and artistic perspectives. The Chinese Calligraphy Club at UCLA is committed to continuing this more than 3000-year tradition, fostering communication between Eastern and Western cultures in the UCLA community.","Arts, Cultural",[zhuetuisan@gmail.com](mailto:zhuetuisan@gmail.com),,,https://www.instagram.com/cicadas_chinese_calligraphy?igsh=MWQ1ZGUxMzBkMA==,,,
Cobble,"MISSION: to foster a community of driven creators at UCLA and provide a platform which enables the pursuit of their most outlandish ambitions. Cobble is a place for artists at UCLA to express themselves without bounds. It's a place where Creative Bruins can find support, encouragement, collaboration, and resources as they pursue their most outlandish ambitions. Through Cobble, you can share work you're proud of, get feedback on a work-in-progress, or pitch something entirely new; there are no commitments nor any monolithic assignment you must commit to. Cobble seeks to be a place conducive only to creation and collaboration. As long as you are working on something or trying to get your hands dirty, Cobble is here for you.","Arts, Media",[cobble.ucla@gmail.com](mailto:cobble.ucla@gmail.com),[https://cobble.page/enter](https://cobble.page/enter),,https://www.instagram.com/cobble.page/,,,
Composers Colloquium at UCLA,"Composers Colloquium offers a platform to share music, provide feedback on compositions, study repertoire, and bring guest musicians to work with UCLA composers. Every major music composition program in the United States has a weekly forum or studio class for composers except UCLA. Our new organization strives to fill that gap in our otherwise world-class education at the Herb Alpert School of Music. We aim to have fun, learn a lot, and share in our collective musical community.","Arts, Music",[uclacomposers@gmail.com](mailto:uclacomposers@gmail.com),,,,,,
CosLA,"The CosLA Club is a cosplay club that encourages self-expression and popularizes the art of cosplaying. Our club encourages creative design, social discussion, and artistic expression.","Arts, Social",[coslosangeles@gmail.com](mailto:coslosangeles@gmail.com),,,https://www.instagram.com/coslaatucla?igsh=NDNlNW45YmxjdHcx&utm_source=qr,,,
Crafting for Cancer,We are an organization that reaches out to cancer patients while acquiring and maintaining the unique skill of crocheting. Members learn how to crochet beanies which are donated to Jessie Rees Foundation’s Brave Beanie program. This foundation puts these beanies into Jessie’s Joy Jars which are given to kids fighting cancer.,"Community Service, Arts",[cfc.ucla@gmail.com](mailto:cfc.ucla@gmail.com),[http://crafting-for-cancer.com](http://crafting-for-cancer.com/),,https://www.instagram.com/ucla_cfc/,,,
Dead Writers Society,Dead Writers Society is an undergraduate-run literary organization dedicated to creative writing. Dead Writers Society allows aspiring writers to share their work and receive peer feedback while providing a space for community and collaboration.,"Arts, Journals",[deadwriterssocietyucla@gmail.com](mailto:deadwriterssocietyucla@gmail.com),[https://dwsucla.com](https://dwsucla.com/),,https://www.instagram.com/dwsucla,https://www.twitter.com/dwsucla,,
Delta Kappa Alpha,"Delta Kappa Alpha is a national, professional, gender-inclusive cinema fraternity. Established at the University of Southern California in 1936, Delta Kappa Alpha now has chapters at over 20 universities. Delta chapter was founded at UCLA in 1953, forming an extensive history of tradition on campus. Our mission is to cultivate an environment conducive to nurturing creativity and fostering lifelong professional, and personal connections. Within our organization, we offer a comprehensive platform for individuals to acquire knowledge across various aspects of filmmaking and actively engage in film production, welcoming all students interested in learning about the professional and production elements of the film industry as well as seeking a supportive and inclusive community on campus. Our commitment lies in establishing an open and inclusive environment within the entertainment industry.","Film, Arts",[president@ucla.dka.org](mailto:president@ucla.dka.org),[https://www.dkaatucla.org/](https://www.dkaatucla.org/),,https://www.instagram.com/dkaatucla/,,,
Deviant Voices A Cappella,"Deviant Voices was founded by six music lovers in the Fall of 2010 and has been growing ever since. Our tight-knit group of members are UCLA students who have always loved to sing and have found their musical outlet and home in a cappella. You can find us sharing our passion for music both on-campus and off, performing at concerts and events for the UCLA community. We always try to do things a little bit differently, and most importantly, we always have fun.","Music, Arts",[deviantvoices@gmail.com](mailto:deviantvoices@gmail.com),[http://deviantvoices.wixsite.com/ucla#](http://deviantvoices.wixsite.com/ucla#),,https://www.instagram.com/deviantvoicesatucla/?hl=en,,,
"Fashion, Innovation, Trends, and Style","Fashion, Innovation, Trends, and Style (FITS) is a club created to promote and celebrate Black culture through fashion, to create a vibrant community where members can explore and express their unique styles while learning about the rich history and trends of Black fashion, and to act as a medium for the members' social, cultural, and economic perspectives.","Arts, African American",[fitsucla@gmail.com](mailto:fitsucla@gmail.com),,,https://www.instagram.com/fitsatucla/,,,
FAST at UCLA (Fashion and Student Trends),"Founded in 2001, FAST (Fashion and Student Trend) is UCLA’s premier fashion club on campus. We are entirely student run and foster a community consisting of 13 committees ranging from design to journalism. Our main attraction, bringing in over 900 guests, is our annual Spring Runway Showcase which features all our student models and designers. Additionally, FAST hosts various workshops, editorial shoots, socials, and career-building events related to all aspects of the fashion industry throughout the school year.","Arts, Media",[info@fastatucla.com](mailto:info@fastatucla.com),[https://www.fastatucla.com](https://www.fastatucla.com/),https://www.facebook.com/FASTatUCLA/,https://www.instagram.com/fastatucla/,https://twitter.com/fastatucla,,
Film & Photography Society (FPS),"The Film and Photography Society (FPS) provides hands-on experience for all that are interested in filmmaking and photography, with no experience necessary. From those who have never touched a camera to those who have worked on countless professional sets, everyone is welcome to join. With FPS, students fill all the roles necessary, be it on a photoshoot or a film set, so members quickly gain hands-on experience which cannot otherwise be learned by studying film and photography in a classroom. FPS also fosters a safe and comfortable social environment where members can make lifelong friends.","Film, Arts",[hello@fps-productions.com](mailto:hello@fps-productions.com),,https://www.facebook.com/groups/fps.productions,https://www.instagram.com/fpsproductions/?hl=en,,,
Forward Magazine,"Forward is an up-and-coming fashion and arts magazine started and run by UCLA creatives. We empower visionaries, storytellers, risk-takers, and changemakers, providing them with the resources and platform to push forward the narratives of our world and envision a colorful future. We are dedicated to supporting documentarians, opinion formers, and culture creators as they illuminate the stories of our global community and inspire positive change for the future. Forward is guided by our four core values, POSE: Passion, Openness, Sustainability, and Extravagance. With these core values, we choose to foster a safe, collaborative, and inclusive environment for all.","Media, Arts",[mehetabel18@g.ucla.edu](mailto:mehetabel18@g.ucla.edu),,,https://www.instagram.com/forwarducla/,,,
Fresh Productions Art at UCLA,"Fresh Productions Art (""Fresh Produce"") is an official UCLA student group that promotes animation-focused art as well as traditional and digital illustration. We “freshly produce” art every meeting through weekly challenges and on-the-spot drawings. Its purpose is to encourage artists of all levels and offer instruction in various mediums, introducing them to the professional capacities of commercial art. Fresh Produce provides a supportive environment that allows artists to thrive and connect with people of similar interests.","Arts, Social",[freshproduceUCLA@gmail.com](mailto:freshproduceUCLA@gmail.com),[http://freshproductions.art/index.html](http://freshproductions.art/index.html),,https://www.instagram.com/freshproductionsucla/,,,
Game Music Ensemble,"A student-run group made up of orchestra, choir, chamber, and jazz ensembles dedicated to performing and celebrating original video game music.","Music, Arts",[gme.at.ucla@gmail.com](mailto:gme.at.ucla@gmail.com),[http://linktr.ee/uclagme](http://linktr.ee/uclagme),https://www.facebook.com/gmeatucla,https://www.instagram.com/uclagme,,,
Global Culture Fest - Becoming Global Students Association,"Becoming Global Students Association (BGSA) is a global student community that connects members from 50+ universities worldwide, including UCLA, UC Berkeley, Stanford, MIT, Brown, Oxford, and Cambridge. The Global Culture Fest is a branch of BGSA at UCLA. Our mission is to foster a vibrant community that celebrates the cultures that make up our world. Through cultural festivals and workshops, we hope to cultivate awareness and appreciation for the diversity and interconnectedness of global cultures. Our events enable students from all cultures to share their heritage, learn from others, and create lasting bonds across cultural boundaries. Join us to embrace the beauty of our global community, promote inclusivity, and build bridges through cultural celebration!","Cultural, Arts",[becoming.gsa@gmail.com](mailto:becoming.gsa@gmail.com),,,https://www.instagram.com/becominggsa?igsh=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,,,
HART at UCLA,"HART at UCLA is dedicated to engaging the arts, in all forms, to alleviate stress and promote holistic healing. We strive to bolster the mental well-being of UCLA's student body, support patients with chronic illnesses, and foster a sense of individuality and community across all demographics. Through creative expression, we aim to enrich the concept of wellness.","Health and Wellness, Arts",[uclahart@gmail.com](mailto:uclahart@gmail.com),,,https://www.instagram.com/uclahart/,,,
Henna with a Heart,"Henna with a Heart aims to foster a community of creatives interested in learning and practicing the art of henna. We welcome members of all levels of experience and hold workshops to teach fundamentals, practice traditional patterns, and encourage collaboration on original designs. We host henna booths on campus and the surrounding Westwood area from which we will donate all proceedings to hospitals and nonprofit organizations. Since our inception in the Fall of 2021, we have collaborated with a number of other clubs at UCLA. Join us to make beautiful art, find your family, and give back to the community in the process!","Arts, Service - Community Involvement",[hennawithaheartatucla@gmail.com](mailto:hennawithaheartatucla@gmail.com),[https://hennawithaheart.wixsite.com/ucla](https://hennawithaheart.wixsite.com/ucla),,https://www.instagram.com/hennawithaheartatucla/,,,
Hip Hop Heads at UCLA,a student-led community of & for hip hop lovers,"Music, Arts",[hiphopheadsucla@gmail.com](mailto:hiphopheadsucla@gmail.com),,,https://www.instagram.com/hiphopheadsatucla/,,,
Icarus Contemporary Dance Company,"Icarus Contemporary Dance Company is a versatile, technical, creative family of dancers united by a common desire to continue collaborating, learning, and creating during our undergraduate experience. We pride ourselves on pushing the boundaries of individual creativity, while also acting as one cohesive unit. Through performances such as Spring Sing, UCLA Basketball halftime, and our spring showcase, SOL, as well as concept videos, we are able to share our passion for storytelling through choreography. Prior dance training and experience is required to audition. Typically, members have been trained on an intermediate/advanced level for several years before coming to UCLA.","Dance, Arts",[icarusdance@gmail.com](mailto:icarusdance@gmail.com),[https://linktr.ee/icaruscontemporary](https://linktr.ee/icaruscontemporary),https://www.facebook.com/icaruscontemporary,https://www.instagram.com/icaruscontemporary/,,,
iKNITiative,"The iKNITiative is a knitting club on campus that is dedicated to creating a welcoming environment for crafting and donating knitted goods to the community. The goal of the club is to spread the love of knitting to our peers while also spreading awareness of the needs of those at hospitals, homeless shelters, and those of refugees. The club is also proud to host a calming, stress-relieving, mindful and social atmosphere through needlecraft! No prior needlecraft experience is necessary and any form of needlecraft (or even sewing/embroidery) is allowed and encouraged. We also provide materials (e.g. yarn and needles/hooks) if needed, and we're always here to help! We are passionate about giving back through needlecraft!","Arts, Social",[theiknitiative@gmail.com](mailto:theiknitiative@gmail.com),[http://facebook.com/theiknitiative/](http://facebook.com/theiknitiative/),,https://www.instagram.com/theiknitiative/?hl=en,,,
in-version ensemble,"in-version ensemble was founded by a group of theater makers / visual artists / creative writers. We aim to create ensemble-based, devising theater works on and off stage. Our productions inform a wide spectrum of elements — videos, soundscapes, interactive games, and poetry — and how those narrative elements can be important tools and inspirations in creating theatrical texts.","Theater, Arts",[chenlong1228@g.ucla.edu](mailto:chenlong1228@g.ucla.edu),[https://in-versionensemble.com/](https://in-versionensemble.com/),,https://www.instagram.com/in_version_ensemble/,,,
Innovative Design at UCLA,"Innovative Design is a student-run creative agency focused on building community, fostering professional development, and serving local organizations. We are a community of graphic and web designers, photographers, and marketers utilizing our skills to support other student organizations and real-world clients on their projects.","Arts, Technology",[innod@g.ucla.edu](mailto:innod@g.ucla.edu),[https://innodatucla.framer.website/](https://innodatucla.framer.website/),,https://www.instagram.com/innodatucla/,,,
KBM Dance,KBM Dance is a K-pop dance cover team at UCLA founded in September 2016. We're a group of UCLA Students who wish to share our love for K-pop and Korean hip-hop dance culture through their dance covers on YouTube.,"Dance, Arts",[kbmdance@g.ucla.edu](mailto:kbmdance@g.ucla.edu),,,https://instagram.com/kbmdanceucla?igshid=q5ixx42b6tgq,,,
Kompany,"Welcome to Kompany, a vibrant and inclusive community at UCLA dedicated to celebrating and nurturing diverse visual and performing artists. Our mission is to create a supportive platform for artists whose work challenges conventional norms and often goes underrepresented. Through curated shows, interactive workshops, and engaging social events, we strive to foster creativity, innovation, and collaboration among our members. Kompany is not just an organization; it's a safe haven for unconventional and experimental art forms. We champion community engagement and activism, focusing on amplifying underrepresented and marginalized voices within the artistic landscape. By joining Kompany, you will have the opportunity to connect with like-minded individuals, participate in creative projects, and engage in meaningful conversations about art and social change. Together, we can build a dynamic space where everyone’s voice is heard and celebrated. Join us in our mission to inspire, empower, and elevate the artistic community at UCLA!","Arts, Cultural",[onkompanytime@gmail.com](mailto:onkompanytime@gmail.com),,,https://www.instagram.com/kompanytime/,,,
LA Bruins Dance,"LA Bruins Dance is a vibrant and inclusive dance team at UCLA, dedicated to promoting creativity, teamwork, and excellence in dance. We welcome dancers of all skill levels and backgrounds, providing a platform to explore a wide range of styles. Through workshops, social events, and performances, LA Bruins Dance empowers every dancer to unlock their full potential. Our mission is to inspire a passion for dance and build a community where creativity, growth, and collaboration thrive. Whether you're an accomplished dancer or ready to embark on a new dance journey, LA Bruins Dance is the place for you.","Dance, Arts",[labruinsdance@gmail.com](mailto:labruinsdance@gmail.com),,,,,,
"Lapu, the Coyote that Cares Theatre Company (LCC)","Lapu, the Coyote that Cares Theatre Company (LCC) is an Asian-American theatre company and was started because the founders, Randall Park, Derek Mateo, and David Lee, wanted to provide an Asian-American voice in an industry that was sorely lacking in diversity. Since its inception in 1995, LCC continues to maintain its commitment to providing students a venue to write, direct, and act in their own works. LCC strives to uphold its resolution to promote and mature culturally diverse talents through the arts. Today, LCC welcomes members from all backgrounds, concentrations, majors, and viewpoints who share the commonality of having an issue or story that they want to present. We strive to provide high-quality entertainment for the UCLA community and produce free shows every quarter consisting of comedy, drama and improv.","Theater, Arts",[lcc.staff@gmail.com](mailto:lcc.staff@gmail.com),[http://lcctheatre.com/](http://lcctheatre.com/),https://www.facebook.com/lcctheatre,https://www.instagram.com/lcctheatre/,,,
MADE at UCLA,"MADE (Music Art Design Engineering) is a collaborative student organization at UCLA that explores the intersection of creativity and technology. Our mission is to foster innovation through projects that blend art, design, and engineering. With a focus on 3D printed art, fashion technology, music engineering, and stage production, MADE offers members the opportunity to engage in hands-on experiences, participate in exciting events, and collaborate with other creative organizations. We aim to inspire and empower students to express their creativity while pushing the boundaries of what’s possible in art and technology. Join us to make a difference and unleash your creative potential!","Engineering, Arts",[madeatucla@gmail.com](mailto:madeatucla@gmail.com),[http://madeart.org](http://madeart.org/),https://www.facebook.com/people/MADE-at-UCLA/61563585975252/,https://www.instagram.com/madeatucla/,,,
Madhatter Knits at UCLA,Madhatter Knits is a 501(C)(3) non-profit organization dedicated to supplying knit hats for premature babies in the neonatal intensive care unit (NICU). Our goal is that critically ill infants and their families in the NICU will receive our love and support through their fragile beginnings.,"Service, Arts",[madhatterknitsucla@gmail.com](mailto:madhatterknitsucla@gmail.com),,,https://instagram.com/ucla.madhatterknits?igshid=YmMyMTA2M2Y=https://instagram.com/ucla.madhatterknits?igshid=YmMyMTA2M2Y=,,,
Magic & Illusion Student Team,"The Magic & Illusion Student Team (MIST) holds weekly meetings to teach its members the art of performing magic. We routinely fulfill performance requests from various UCLA organizations, performing at showcases and charity events. Members will also have the opportunity to apply to be volunteers at Ronald Reagan UCLA Medical Center, where they will perform magic for pediatric patients weekly. We also collaborate with professional magicians who often attend our meetings. We also host shows open to all UCLA students, including regular small-scale casual events and a formal annual stage show. All individuals, no matter their skill level, are welcome to join our organization and enjoy the art of magic.","Arts, Theater",[mistatucla@gmail.com](mailto:mistatucla@gmail.com),[https://linktr.ee/mistatucla](https://linktr.ee/mistatucla),,https://www.instagram.com/mistxucla/,,,
Manual Dexterity for Charity,"Manual dexterity is an important component in preparing for dental school and a contributing factor to dental school applications. However, many pre-dental students tend to overlook its importance or they simply have difficulties finding resources that allow them to develop manual dexterity skills in an enjoyable yet meaningful way. Thus, the purpose of this club is to allow more pre-dental students to come together to have fun while gaining manual dexterity skills through workshops involving activities such as crocheting, knitting, painting, etc. Arts and crafts made by members will be sold during fundraisers and all funds raised will go towards charitable causes.","Dental, Arts",[mdforcharity@gmail.com](mailto:mdforcharity@gmail.com),,,https://instagram.com/ucla.mdfc?igshid=YmMyMTA2M2Y=,,,
Medicine and Art,"Medicine and Art at UCLA strives to show the importance of creativity and interdisciplinary skills in healthcare and STEM. Our organization leads events where students can appreciate art (painting socials and museum visits) and showcase their talent at our annual art gallery alongside our diverse student body and medical students. Something special about Medicine and Art is that we explore and share the benefits of Art Therapy and wellness as a tool in Medicine by volunteering in the community at senior care centers and health fairs and utilizing our artistic abilities to uplift hospital patients. We have opportunities to volunteer with Art Cart and Music Therapy at Ronald Reagan Medical Center. There is a space for everyone: dancers, musicians, painters, photographers, videographers, and more. Join us in cultivating a space for creativity as well as research and professional development.","Medical, Arts",[medicineandartucla@gmail.com](mailto:medicineandartucla@gmail.com),[https://medicineandartucla.weebly.com/](https://medicineandartucla.weebly.com/),https://www.facebook.com/medicineandartucla,https://www.instagram.com/medicineandartucla/,,,
Mester,"Mester is the graduate student academic journal of the Department of Spanish and Portuguese at the University of California, Los Angeles. Mester publishes articles, interviews, and book reviews on literature, culture, and linguistics in the fields of Iberian, Spanish-American, Brazilian, Lusophone African, Latina/o and Chicana/o studies.","Academic, Arts",[mester@ucla.edu](mailto:mester@ucla.edu),[http://escholarship.org/uc/ucla\_spanport\_mester](http://escholarship.org/uc/ucla_spanport_mester),,,,,
Mirrorball Productions,"Mirrorball Productions was founded when a group of theater students wanted to venture into film-land. A group of undergraduate students filled with a love for storytelling and creativity, banded together to form a production company. These students were inspired by a screenwriting course they took over the summer that became the inaugural short film, ""Cedar Mountain."" This company was created for students who have any interest in art to expand and enrich the craft of production and filmmaking to any degree. Mirrorball focuses on telling original stories, illuminating new perspectives of all-too-common narratives. The group aims to collaborate with the entire student body and anyone with a desire to create!","Film, Arts",[mirrorballucla@gmail.com](mailto:mirrorballucla@gmail.com),,,https://www.instagram.com/cedarmountainfilm/?hl=en,,,
ModernX,"ModernX, formerly known as CSSA Modern, is established by a group of Chinese students with a shared passion for modern dance. Our purpose is to provide a community for Chinese students as well as students of other backgrounds to pursue their passion in modern dance. We explore, grow and challenge ourselves in the choreography of modern dancing. We also promote and provide instructions in modern dancing, including Jazz and Hip Hop, to interested students of different levels via lessons and workshops. We strive to establish and maintain an active community that welcomes all students, especially Chinese students, at UCLA.","Dance, Arts",[uclamodernx.official@gmail.com](mailto:uclamodernx.official@gmail.com),,,https://www.instagram.com/modernx_official,,,
Narrative Medicine Collective,"The Narrative Medicine Collective at DGSOM seeks to provide a collaborative space for medical students and healthcare professionals to reflect on their collective experiences within healthcare. Narrative medicine is a rising discipline that combines humanities, arts, clinical medicine, and social justice to give voice to diverse perspectives and humanism in medicine through narratives and prose. The ultimate goal is to use narrative medicine as a vessel to promote equitable and patient-centered health care. The goal of the Collective: - serve as a community for individuals in health care who wish to reflect with like-minded peers about varying perspectives in health care (i.e. as providers and/or as patients) - host student-led writing events open to the larger DGSOM community and provide a comfortable space to write, reflect, and share - lead narrative medicine writing workshops to give feedback to members who request to workshop their written pieces - produce a recurring narrative medicine publication that features voices within the DGSOM community.","Medical, Arts",[gyi@mednet.ucla.edu](mailto:gyi@mednet.ucla.edu),,,,,,
NSU Modern,"NSU Modern is one of UCLA's premiere competitive dance teams and is home to some of the university's most versatile and talented dancers. Comprised of multi-ethnic Bruins from various dance backgrounds, NSU Modern performs a variety of dance styles at competitions and performances every quarter. NSU Modern prides itself in bringing together individuals who share the same passion for dance, creativity, and performance.","Dance, Arts",[nsu.modern@gmail.com](mailto:nsu.modern@gmail.com),[https://nsumodern.wixsite.com/website](https://nsumodern.wixsite.com/website),https://www.facebook.com/NSUmodern,https://www.instagram.com/nsumodern/,,,
Oll Korrect Media,Oll Korrect Media is a film and media production group at UCLA.,"Film, Arts",[ollkorrectmedia@gmail.com](mailto:ollkorrectmedia@gmail.com),,,,,,
On That Note A Cappella,"On That Note a cappella is a performance a cappella group at UCLA founded to provide a community for those with a passion for music. Our mission is to create music to share with and inspire our community, all while having tons of fun and fostering life-long friendships. On That Note is a creative outlet where students of all different majors and interests come together to support each other in learning and performing music. As such, we strongly welcome all singing experience levels, majors, domestic and international students alike, and would love to hear you sing or beatbox at auditions! We hold quarterly concerts and are frequently featured at campus and local performances and events. Auditions typically take place during the first two weeks of Fall Quarter, and occasionally in Winter Quarter depending on group needs. Relevant audition information will be posted on here, Facebook, and Instagram during those times!","Music, Arts",[onthatnoteucla@gmail.com](mailto:onthatnoteucla@gmail.com),[http://onthatnoteucla.wixsite.com/ucla](http://onthatnoteucla.wixsite.com/ucla),https://www.facebook.com/OnThatNoteUCLA/,https://www.instagram.com/OnThatNoteUCLA/?hl=en,,,
Out of the Blue Theatre Company,"Out of the Blue Theatre Company is a student theatre group on campus specializing in experimental, unconventional, and innovative theater. As a company, we strive to push the bounds of what theatre is and what theatre can be. We aim to create an inclusive space for all artists and audiences to challenge the theatrical and societal norms in new and creative ways.","Arts, Theater",[outoftheblue.tc.ucla@gmail.com](mailto:outoftheblue.tc.ucla@gmail.com),[https://linktr.ee/ootbtheatreco](https://linktr.ee/ootbtheatreco),,https://www.instagram.com/outoftheblue.ucla/?hl=en,,,
Parked In 4 East,A platform for Chinese musicians to network and get to know each other. The one and only rock band organization for Chinese students and scholars.,"Music, Arts",[parkedin4east@gmail.com](mailto:parkedin4east@gmail.com),,,https://www.instagram.com/parkedin4east/,,,
